BHK,project,Location,City,Total sqft,price_sqft,price
1 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,600,"25,000",1.50 Cr
2 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,850,"25,000",2.12 Cr
1,,Dahisar East,Mumbai,230,"18,000",41.40 L
1,,Bandra East,Mumbai,405,"65,000",2.63 Cr
1,,Kalyan West,Mumbai,760,"10,000",76.00 L
1,,Santosh Nagar,Mumbai,415,"25,000",1.04 Cr
2,,Colaba,Mumbai,1000,"25,000",2.50 Cr
1 BHK Apartment,Reputed Builder Reliable RegencyNalasopara East,Nalasopara East,Mumbai,625,"5,500",34.38 L
1 BHK Apartment,Royale OzonePanvel,Panvel,Mumbai,636,"10,000",63.60 L
1 BHK Apartment,Raj NirvanaAmbernath East,Ambernath East,Mumbai,675,"25,000",1.69 Cr
1,,Andheri East,Mumbai,225,"28,000",63.00 L
2 BHK Apartment,Lodha WoodsKandivali East,Kandivali East,Mumbai,900,"22,000",1.98 Cr
1 BHK Apartment,Sunrise Mahek MillenniaDombivali,Dombivali,Mumbai,550,"12,000",66.00 L
3,,Kandivali West,Mumbai,1650,"24,000",3.96 Cr
1,,Naigaon West,Mumbai,650,"25,000",1.62 Cr
1,,Goregaon East,Mumbai,12600,"24,000",30.24 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 BHK Apartment,Mahavir PlazaAiroli,Airoli,Mumbai,700,"14,000",98.00 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Chintamani Maple City Phase IBadlapur West,Badlapur West,Mumbai,640,"7,000",44.80 L
3 BHK Apartment,Rosa RoyaleThane West,Thane West,Mumbai,660,"18,000",1.19 Cr
4 BHK Apartment,Reputed Builder Shreeji SplendorThane West,Thane West,Mumbai,1000,"18,000",1.80 Cr
2,,Dombivali East,Mumbai,858,"12,000",1.03 Cr
1 BHK Apartment,Sunrise Spring DaleMalad West,Malad West,Mumbai,548,"22,000",1.21 Cr
1 RK Studio Apartment,Reputed Builder Chatrapati Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,370,"24,000",88.80 L
2,,Malad East,Mumbai,660,"20,000",1.32 Cr
2 BHK Apartment,Reputed Builder Dhiraj ApartmentMulund West,Mulund West,Mumbai,660,"25,000",1.65 Cr
1 BHK Apartment,Reputed Builder Blue Ocean 2Kandivali West,Kandivali West,Mumbai,530,"24,000",1.27 Cr
1,,Ulwe,Mumbai,600,"9,000",54.00 L
1,,Ulwe,Mumbai,350,"9,000",31.50 L
1,,Santacruz East,Mumbai,394,"45,000",1.77 Cr
1,,Goregaon East,Mumbai,12600,"24,000",30.24 Cr
3 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1200,"18,000",2.16 Cr
5 BHK Independent House,Hermitage ComplexMira Road East,Mira Road East,Mumbai,4200,"12,000",5.04 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
3,,Girgaon,Mumbai,650,"25,000",1.62 Cr
1,,Airoli,Mumbai,450,"14,000",63.00 L
1 RK Studio Apartment,Avaj ResidencyPanvel,Panvel,Mumbai,383,"10,000",38.30 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
3 BHK Apartment,Reputed Builder EL-DoradoPrabhadevi,Prabhadevi,Mumbai,1925,"70,000",13.47 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
2 BHK Apartment,Rishabraj Nemi EleganceKandivali West,Kandivali West,Mumbai,771,"24,000",1.85 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2,,Vikroli East,Mumbai,850,"25,000",2.12 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1,,Karanjade,Mumbai,660,"25,000",1.65 Cr
1 BHK Apartment,Reputed Builder 1 Row HouseKandivali East,Kandivali East,Mumbai,1111,"22,000",2.44 Cr
1 RK Studio Apartment,Shree Umiya Varsha PalmDombivali,Dombivali,Mumbai,675,"12,000",81.00 L
1 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,600,"25,000",1.50 Cr
2 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,850,"25,000",2.12 Cr
1,,Kalyan West,Mumbai,760,"10,000",76.00 L
1,,Santosh Nagar,Mumbai,415,"25,000",1.04 Cr
3,,Kandivali West,Mumbai,1650,"24,000",3.96 Cr
2,,Colaba,Mumbai,1000,"25,000",2.50 Cr
1 BHK Apartment,Reputed Builder Reliable RegencyNalasopara East,Nalasopara East,Mumbai,625,"5,500",34.38 L
1 BHK Apartment,Royale OzonePanvel,Panvel,Mumbai,636,"10,000",63.60 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Fortune HarmonyKoproli,Koproli,Mumbai,625,"25,000",1.56 Cr
1 BHK Apartment,Reputed Builder Shree Ambika ApartmentSeawoods,Seawoods,Mumbai,765,"18,000",1.38 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Labdhi LeelaUlwe,Ulwe,Mumbai,670,"9,000",60.30 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
2 BHK Apartment,Man OpusMira Road East,Mira Road East,Mumbai,1070,"12,000",1.28 Cr
2 BHK Apartment,Man OpusMira Road East,Mira Road East,Mumbai,1050,"12,000",1.26 Cr
2 BHK Apartment,Fairmont PalazzoSantacruz East,Santacruz East,Mumbai,900,"45,000",4.05 Cr
3,,Khar West,Mumbai,1200,"70,000",8.40 Cr
2 BHK Apartment,K W Rose GardenPanvel,Panvel,Mumbai,951,"10,000",95.10 L
2 BHK Apartment,Raj NirvanaAmbernath East,Ambernath East,Mumbai,1380,"25,000",3.45 Cr
2 BHK Apartment,Raj NirvanaAmbernath East,Ambernath East,Mumbai,995,"25,000",2.49 Cr
3,,Kandivali West,Mumbai,1650,"24,000",3.96 Cr
1 BHK Apartment,Reputed Builder God Gift TowerBandra West,Bandra West,Mumbai,415,"85,000",3.53 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
3 BHK Apartment,Reputed Builder Ganjawala EnclaveBorivali West,Borivali West,Mumbai,1080,"18,000",1.94 Cr
1 BHK Apartment,Arihant AnshulaTaloja,Taloja,Mumbai,750,"25,000",1.88 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1600,"35,000",5.60 Cr
2 BHK Apartment,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1100,"5,000",55.00 L
1,,Kharghar,Mumbai,610,"12,000",73.20 L
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,650,"35,000",2.27 Cr
2,,Belapur,Mumbai,720,"16,000",1.15 Cr
2 BHK Apartment,Piramal Aranya Arav TowerByculla,Byculla,Mumbai,1400,"25,000",3.50 Cr
4 BHK Apartment,Kalpataru SolitaireJuhu,Juhu,Mumbai,2400,"75,000",18.00 Cr
1,,Ulwe,Mumbai,600,"9,000",54.00 L
1,,Ulwe,Mumbai,350,"9,000",31.50 L
1,,Santacruz East,Mumbai,394,"45,000",1.77 Cr
1,,Goregaon East,Mumbai,12600,"24,000",30.24 Cr
3 BHK Apartment,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1200,"18,000",2.16 Cr
5 BHK Independent House,Hermitage ComplexMira Road East,Mira Road East,Mumbai,4200,"12,000",5.04 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
3 BHK Apartment,Progressive CottageKoper Khairane,Koper Khairane,Mumbai,1700,"25,000",4.25 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
2 BHK Apartment,Shiv ResidencyBadlapur East,Badlapur East,Mumbai,1150,"25,000",2.88 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Ornate Kallisto Phase IBhiwandi,Bhiwandi,Mumbai,650,"6,000",39.00 L
3 BHK Apartment,HDIL Residency ParkVirar,Virar,Mumbai,1115,"5,000",55.75 L
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Mateshwari RegencyKarjat,Karjat,Mumbai,620,"25,000",1.55 Cr
1,,Kandivali East,Mumbai,250,"22,000",55.00 L
1,,Parel,Mumbai,420,"90,000",3.78 Cr
2 BHK Apartment,Reputed Builder ApartmentBorivali West,Borivali West,Mumbai,810,"18,000",1.46 Cr
2 BHK Apartment,Arkade Bhoomi ArkadeKandivali East,Kandivali East,Mumbai,1100,"22,000",2.42 Cr
1 BHK Apartment,Reputed Builder Vaastu ShubhAndheri East,Andheri East,Mumbai,650,"28,000",1.82 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Dosti Dosti P180Shil Phata,Shil Phata,Mumbai,672,"25,000",1.68 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Green Riddhish ApartmentKaranjade,Karanjade,Mumbai,1200,"25,000",3.00 Cr
1 BHK Apartment,Green Riddhish ApartmentKaranjade,Karanjade,Mumbai,1200,"25,000",3.00 Cr
1 BHK Apartment,Green Riddhish ApartmentKaranjade,Karanjade,Mumbai,1200,"25,000",3.00 Cr
1 BHK Apartment,Green Riddhish ApartmentKaranjade,Karanjade,Mumbai,1200,"25,000",3.00 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1,,Kharghar,Mumbai,630,"12,000",75.60 L
3,,Cuffe Parade,Mumbai,1300,"25,000",3.25 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Dosti Dosti P180Shil Phata,Shil Phata,Mumbai,672,"25,000",1.68 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
1 BHK Apartment,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,651,"35,000",2.28 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
5 BHK Independent Floor,Reputed Builder Wild Wood Park 2Andheri West,Andheri West,Mumbai,1601,"35,000",5.60 Cr
